B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,GEO_ID,NAME,POPGROUP,POPGROUP_LABEL,POPGROUP,ucgid
3288,,403,,1400000US41027950301,Census Tract 9503.01; Hood River County; Oregon,001,Total population,001,1400000US41027950301
2897,,377,,1400000US41027950302,Census Tract 9503.02; Hood River County; Oregon,001,Total population,001,1400000US41027950302
5579,,506,,1400000US41027950400,Census Tract 9504; Hood River County; Oregon,001,Total population,001,1400000US41027950400
2311,,516,,1400000US41029000100,Census Tract 1; Jackson County; Oregon,001,Total population,001,1400000US41029000100
3841,,584,,1400000US41029000201,Census Tract 2.01; Jackson County; Oregon,001,Total population,001,1400000US41029000201
3815,,857,,1400000US41029000202,Census Tract 2.02; Jackson County; Oregon,001,Total population,001,1400000US41029000202
3930,,606,,1400000US41029000203,Census Tract 2.03; Jackson County; Oregon,001,Total population,001,1400000US41029000203
6431,,667,,1400000US41029000300,Census Tract 3; Jackson County; Oregon,001,Total population,001,1400000US41029000300
4155,,525,,1400000US41029000403,Census Tract 4.03; Jackson County; Oregon,001,Total population,001,1400000US41029000403
5922,,1200,,1400000US41029000404,Census Tract 4.04; Jackson County; Oregon,001,Total population,001,1400000US41029000404
4457,,390,,1400000US41029000405,Census Tract 4.05; Jackson County; Oregon,001,Total population,001,1400000US41029000405
4841,,512,,1400000US41029000406,Census Tract 4.06; Jackson County; Oregon,001,Total population,001,1400000US41029000406
3143,,668,,1400000US41029000501,Census Tract 5.01; Jackson County; Oregon,001,Total population,001,1400000US41029000501
5852,,1111,,1400000US41029000502,Census Tract 5.02; Jackson County; Oregon,001,Total population,001,1400000US41029000502
4051,,910,,1400000US41029000603,Census Tract 6.03; Jackson County; Oregon,001,Total population,001,1400000US41029000603
3683,,471,,1400000US41029000604,Census Tract 6.04; Jackson County; Oregon,001,Total population,001,1400000US41029000604
3582,,391,,1400000US41029000605,Census Tract 6.05; Jackson County; Oregon,001,Total population,001,1400000US41029000605
1913,,324,,1400000US41029000606,Census Tract 6.06; Jackson County; Oregon,001,Total population,001,1400000US41029000606
5462,,730,,1400000US41029000701,Census Tract 7.01; Jackson County; Oregon,001,Total population,001,1400000US41029000701
5093,,680,,1400000US41029000702,Census Tract 7.02; Jackson County; Oregon,001,Total population,001,1400000US41029000702
7212,,952,,1400000US41029000800,Census Tract 8; Jackson County; Oregon,001,Total population,001,1400000US41029000800
3228,,458,,1400000US41029000901,Census Tract 9.01; Jackson County; Oregon,001,Total population,001,1400000US41029000901
7048,,730,,1400000US41029000902,Census Tract 9.02; Jackson County; Oregon,001,Total population,001,1400000US41029000902
6339,,563,,1400000US41029001001,Census Tract 10.01; Jackson County; Oregon,001,Total population,001,1400000US41029001001
4421,,529,,1400000US41029001002,Census Tract 10.02; Jackson County; Oregon,001,Total population,001,1400000US41029001002
5272,,801,,1400000US41029001100,Census Tract 11; Jackson County; Oregon,001,Total population,001,1400000US41029001100
4395,,751,,1400000US41029001200,Census Tract 12; Jackson County; Oregon,001,Total population,001,1400000US41029001200
5126,,707,,1400000US41029001301,Census Tract 13.01; Jackson County; Oregon,001,Total population,001,1400000US41029001301
6517,,1133,,1400000US41029001303,Census Tract 13.03; Jackson County; Oregon,001,Total population,001,1400000US41029001303
5183,,628,,1400000US41029001304,Census Tract 13.04; Jackson County; Oregon,001,Total population,001,1400000US41029001304
6537,,709,,1400000US41029001401,Census Tract 14.01; Jackson County; Oregon,001,Total population,001,1400000US41029001401
4007,,809,,1400000US41029001403,Census Tract 14.03; Jackson County; Oregon,001,Total population,001,1400000US41029001403
5392,,744,,1400000US41029001500,Census Tract 15; Jackson County; Oregon,001,Total population,001,1400000US41029001500
4677,,869,,1400000US41029001601,Census Tract 16.01; Jackson County; Oregon,001,Total population,001,1400000US41029001601
5718,,729,,1400000US41029001602,Census Tract 16.02; Jackson County; Oregon,001,Total population,001,1400000US41029001602
3370,,474,,1400000US41029001701,Census Tract 17.01; Jackson County; Oregon,001,Total population,001,1400000US41029001701
4220,,790,,1400000US41029001702,Census Tract 17.02; Jackson County; Oregon,001,Total population,001,1400000US41029001702
4435,,556,,1400000US41029001801,Census Tract 18.01; Jackson County; Oregon,001,Total population,001,1400000US41029001801
4141,,612,,1400000US41029001802,Census Tract 18.02; Jackson County; Oregon,001,Total population,001,1400000US41029001802
2933,,484,,1400000US41029001900,Census Tract 19; Jackson County; Oregon,001,Total population,001,1400000US41029001900
2151,,468,,1400000US41029002000,Census Tract 20; Jackson County; Oregon,001,Total population,001,1400000US41029002000
3443,,413,,1400000US41029002100,Census Tract 21; Jackson County; Oregon,001,Total population,001,1400000US41029002100
5203,,506,,1400000US41029002200,Census Tract 22; Jackson County; Oregon,001,Total population,001,1400000US41029002200
1720,,271,,1400000US41029002300,Census Tract 23; Jackson County; Oregon,001,Total population,001,1400000US41029002300
2093,,389,,1400000US41029002400,Census Tract 24; Jackson County; Oregon,001,Total population,001,1400000US41029002400
2859,,466,,1400000US41029002500,Census Tract 25; Jackson County; Oregon,001,Total population,001,1400000US41029002500
2712,,313,,1400000US41029002600,Census Tract 26; Jackson County; Oregon,001,Total population,001,1400000US41029002600
3213,,483,,1400000US41029002701,Census Tract 27.01; Jackson County; Oregon,001,Total population,001,1400000US41029002701
4523,,546,,1400000US41029002702,Census Tract 27.02; Jackson County; Oregon,001,Total population,001,1400000US41029002702
4633,,540,,1400000US41029002800,Census Tract 28; Jackson County; Oregon,001,Total population,001,1400000US41029002800
3136,,305,,1400000US41029002901,Census Tract 29.01; Jackson County; Oregon,001,Total population,001,1400000US41029002901
3971,,1071,,1400000US41029002902,Census Tract 29.02; Jackson County; Oregon,001,Total population,001,1400000US41029002902
3949,,469,,1400000US41029003001,Census Tract 30.01; Jackson County; Oregon,001,Total population,001,1400000US41029003001
4364,,696,,1400000US41029003002,Census Tract 30.02; Jackson County; Oregon,001,Total population,001,1400000US41029003002
2853,,300,,1400000US41031940000,Census Tract 9400; Jefferson County; Oregon,001,Total population,001,1400000US41031940000
2385,,340,,1400000US41031960100,Census Tract 9601; Jefferson County; Oregon,001,Total population,001,1400000US41031960100
3716,,440,,1400000US41031960201,Census Tract 9602.01; Jefferson County; Oregon,001,Total population,001,1400000US41031960201
5881,,457,,1400000US41031960202,Census Tract 9602.02; Jefferson County; Oregon,001,Total population,001,1400000US41031960202
4154,,409,,1400000US41031960301,Census Tract 9603.01; Jefferson County; Oregon,001,Total population,001,1400000US41031960301
879,,247,,1400000US41031960303,Census Tract 9603.03; Jefferson County; Oregon,001,Total population,001,1400000US41031960303
2739,,423,,1400000US41031960304,Census Tract 9603.04; Jefferson County; Oregon,001,Total population,001,1400000US41031960304
1625,,329,,1400000US41031960305,Census Tract 9603.05; Jefferson County; Oregon,001,Total population,001,1400000US41031960305
1908,,339,,1400000US41033360100,Census Tract 3601; Josephine County; Oregon,001,Total population,001,1400000US41033360100
5691,,679,,1400000US41033360300,Census Tract 3603; Josephine County; Oregon,001,Total population,001,1400000US41033360300
4717,,581,,1400000US41033360400,Census Tract 3604; Josephine County; Oregon,001,Total population,001,1400000US41033360400
6327,,692,,1400000US41033360500,Census Tract 3605; Josephine County; Oregon,001,Total population,001,1400000US41033360500
2518,,331,,1400000US41033360601,Census Tract 3606.01; Josephine County; Oregon,001,Total population,001,1400000US41033360601
3459,,525,,1400000US41033360602,Census Tract 3606.02; Josephine County; Oregon,001,Total population,001,1400000US41033360602
4820,,705,,1400000US41033360701,Census Tract 3607.01; Josephine County; Oregon,001,Total population,001,1400000US41033360701
2588,,313,,1400000US41033360703,Census Tract 3607.03; Josephine County; Oregon,001,Total population,001,1400000US41033360703
3264,,477,,1400000US41033360704,Census Tract 3607.04; Josephine County; Oregon,001,Total population,001,1400000US41033360704
5503,,751,,1400000US41033360800,Census Tract 3608; Josephine County; Oregon,001,Total population,001,1400000US41033360800
2625,,517,,1400000US41033360900,Census Tract 3609; Josephine County; Oregon,001,Total population,001,1400000US41033360900
5333,,635,,1400000US41033361000,Census Tract 3610; Josephine County; Oregon,001,Total population,001,1400000US41033361000
6160,,738,,1400000US41033361101,Census Tract 3611.01; Josephine County; Oregon,001,Total population,001,1400000US41033361101
4348,,818,,1400000US41033361102,Census Tract 3611.02; Josephine County; Oregon,001,Total population,001,1400000US41033361102
4160,,486,,1400000US41033361201,Census Tract 3612.01; Josephine County; Oregon,001,Total population,001,1400000US41033361201
3765,,742,,1400000US41033361202,Census Tract 3612.02; Josephine County; Oregon,001,Total population,001,1400000US41033361202
4168,,589,,1400000US41033361301,Census Tract 3613.01; Josephine County; Oregon,001,Total population,001,1400000US41033361301
3505,,606,,1400000US41033361302,Census Tract 3613.02; Josephine County; Oregon,001,Total population,001,1400000US41033361302
2615,,484,,1400000US41033361400,Census Tract 3614; Josephine County; Oregon,001,Total population,001,1400000US41033361400
2228,,478,,1400000US41033361500,Census Tract 3615; Josephine County; Oregon,001,Total population,001,1400000US41033361500
4906,,961,,1400000US41033361601,Census Tract 3616.01; Josephine County; Oregon,001,Total population,001,1400000US41033361601
3078,,659,,1400000US41033361602,Census Tract 3616.02; Josephine County; Oregon,001,Total population,001,1400000US41033361602
3487,,564,,1400000US41035970100,Census Tract 9701; Klamath County; Oregon,001,Total population,001,1400000US41035970100
1580,,448,,1400000US41035970201,Census Tract 9702.01; Klamath County; Oregon,001,Total population,001,1400000US41035970201
3106,,499,,1400000US41035970202,Census Tract 9702.02; Klamath County; Oregon,001,Total population,001,1400000US41035970202
3023,,431,,1400000US41035970300,Census Tract 9703; Klamath County; Oregon,001,Total population,001,1400000US41035970300
1480,,231,,1400000US41035970400,Census Tract 9704; Klamath County; Oregon,001,Total population,001,1400000US41035970400
1666,,260,,1400000US41035970500,Census Tract 9705; Klamath County; Oregon,001,Total population,001,1400000US41035970500
1637,,410,,1400000US41035970600,Census Tract 9706; Klamath County; Oregon,001,Total population,001,1400000US41035970600
2090,,318,,1400000US41035970700,Census Tract 9707; Klamath County; Oregon,001,Total population,001,1400000US41035970700
2642,,317,,1400000US41035970800,Census Tract 9708; Klamath County; Oregon,001,Total population,001,1400000US41035970800
2017,,306,,1400000US41035970901,Census Tract 9709.01; Klamath County; Oregon,001,Total population,001,1400000US41035970901
2919,,567,,1400000US41035970902,Census Tract 9709.02; Klamath County; Oregon,001,Total population,001,1400000US41035970902
2391,,354,,1400000US41035971000,Census Tract 9710; Klamath County; Oregon,001,Total population,001,1400000US41035971000
5246,,712,,1400000US41035971100,Census Tract 9711; Klamath County; Oregon,001,Total population,001,1400000US41035971100
2579,,401,,1400000US41035971200,Census Tract 9712; Klamath County; Oregon,001,Total population,001,1400000US41035971200
5381,,678,,1400000US41035971300,Census Tract 9713; Klamath County; Oregon,001,Total population,001,1400000US41035971300
5770,,544,,1400000US41035971400,Census Tract 9714; Klamath County; Oregon,001,Total population,001,1400000US41035971400
4999,,585,,1400000US41035971500,Census Tract 9715; Klamath County; Oregon,001,Total population,001,1400000US41035971500
3090,,351,,1400000US41035971600,Census Tract 9716; Klamath County; Oregon,001,Total population,001,1400000US41035971600
3665,,537,,1400000US41035971700,Census Tract 9717; Klamath County; Oregon,001,Total population,001,1400000US41035971700
2365,,374,,1400000US41035971800,Census Tract 9718; Klamath County; Oregon,001,Total population,001,1400000US41035971800
3405,,506,,1400000US41035971900,Census Tract 9719; Klamath County; Oregon,001,Total population,001,1400000US41035971900
4361,,493,,1400000US41035972000,Census Tract 9720; Klamath County; Oregon,001,Total population,001,1400000US41035972000
3062,,300,,1400000US41037960100,Census Tract 9601; Lake County; Oregon,001,Total population,001,1400000US41037960100
5057,,300,,1400000US41037960200,Census Tract 9602; Lake County; Oregon,001,Total population,001,1400000US41037960200
5141,,563,,1400000US41039000100,Census Tract 1; Lane County; Oregon,001,Total population,001,1400000US41039000100
5414,,633,,1400000US41039000200,Census Tract 2; Lane County; Oregon,001,Total population,001,1400000US41039000200
2628,,523,,1400000US41039000300,Census Tract 3; Lane County; Oregon,001,Total population,001,1400000US41039000300
3709,,967,,1400000US41039000402,Census Tract 4.02; Lane County; Oregon,001,Total population,001,1400000US41039000402
5650,,571,,1400000US41039000403,Census Tract 4.03; Lane County; Oregon,001,Total population,001,1400000US41039000403
4546,,600,,1400000US41039000404,Census Tract 4.04; Lane County; Oregon,001,Total population,001,1400000US41039000404
2094,,243,,1400000US41039000500,Census Tract 5; Lane County; Oregon,001,Total population,001,1400000US41039000500
2425,,340,,1400000US41039000702,Census Tract 7.02; Lane County; Oregon,001,Total population,001,1400000US41039000702
3787,,397,,1400000US41039000705,Census Tract 7.05; Lane County; Oregon,001,Total population,001,1400000US41039000705
3383,,453,,1400000US41039000706,Census Tract 7.06; Lane County; Oregon,001,Total population,001,1400000US41039000706
4114,,381,,1400000US41039000707,Census Tract 7.07; Lane County; Oregon,001,Total population,001,1400000US41039000707
2454,,329,,1400000US41039000708,Census Tract 7.08; Lane County; Oregon,001,Total population,001,1400000US41039000708
1498,,221,,1400000US41039000800,Census Tract 8; Lane County; Oregon,001,Total population,001,1400000US41039000800
4566,,536,,1400000US41039000902,Census Tract 9.02; Lane County; Oregon,001,Total population,001,1400000US41039000902
5593,,577,,1400000US41039000903,Census Tract 9.03; Lane County; Oregon,001,Total population,001,1400000US41039000903
3047,,404,,1400000US41039000904,Census Tract 9.04; Lane County; Oregon,001,Total population,001,1400000US41039000904
2544,,490,,1400000US41039001001,Census Tract 10.01; Lane County; Oregon,001,Total population,001,1400000US41039001001
3768,,412,,1400000US41039001002,Census Tract 10.02; Lane County; Oregon,001,Total population,001,1400000US41039001002
6401,,578,,1400000US41039001101,Census Tract 11.01; Lane County; Oregon,001,Total population,001,1400000US41039001101
3949,,367,,1400000US41039001102,Census Tract 11.02; Lane County; Oregon,001,Total population,001,1400000US41039001102
4072,,585,,1400000US41039001201,Census Tract 12.01; Lane County; Oregon,001,Total population,001,1400000US41039001201
4352,,534,,1400000US41039001202,Census Tract 12.02; Lane County; Oregon,001,Total population,001,1400000US41039001202
3611,,539,,1400000US41039001301,Census Tract 13.01; Lane County; Oregon,001,Total population,001,1400000US41039001301
5247,,576,,1400000US41039001302,Census Tract 13.02; Lane County; Oregon,001,Total population,001,1400000US41039001302
2764,,416,,1400000US41039001400,Census Tract 14; Lane County; Oregon,001,Total population,001,1400000US41039001400
4769,,570,,1400000US41039001500,Census Tract 15; Lane County; Oregon,001,Total population,001,1400000US41039001500
5283,,726,,1400000US41039001600,Census Tract 16; Lane County; Oregon,001,Total population,001,1400000US41039001600
5169,,814,,1400000US41039001700,Census Tract 17; Lane County; Oregon,001,Total population,001,1400000US41039001700
5768,,623,,1400000US41039001801,Census Tract 18.01; Lane County; Oregon,001,Total population,001,1400000US41039001801
4253,,474,,1400000US41039001803,Census Tract 18.03; Lane County; Oregon,001,Total population,001,1400000US41039001803
4525,,710,,1400000US41039001804,Census Tract 18.04; Lane County; Oregon,001,Total population,001,1400000US41039001804
6090,,913,,1400000US41039001902,Census Tract 19.02; Lane County; Oregon,001,Total population,001,1400000US41039001902
2935,,385,,1400000US41039001903,Census Tract 19.03; Lane County; Oregon,001,Total population,001,1400000US41039001903
5813,,828,,1400000US41039001904,Census Tract 19.04; Lane County; Oregon,001,Total population,001,1400000US41039001904
3436,,563,,1400000US41039002001,Census Tract 20.01; Lane County; Oregon,001,Total population,001,1400000US41039002001
4925,,451,,1400000US41039002002,Census Tract 20.02; Lane County; Oregon,001,Total population,001,1400000US41039002002
2847,,695,,1400000US41039002101,Census Tract 21.01; Lane County; Oregon,001,Total population,001,1400000US41039002101
4191,,546,,1400000US41039002103,Census Tract 21.03; Lane County; Oregon,001,Total population,001,1400000US41039002103
2460,,316,,1400000US41039002104,Census Tract 21.04; Lane County; Oregon,001,Total population,001,1400000US41039002104
4043,,700,,1400000US41039002201,Census Tract 22.01; Lane County; Oregon,001,Total population,001,1400000US41039002201
4412,,532,,1400000US41039002203,Census Tract 22.03; Lane County; Oregon,001,Total population,001,1400000US41039002203
3147,,456,,1400000US41039002204,Census Tract 22.04; Lane County; Oregon,001,Total population,001,1400000US41039002204
4378,,591,,1400000US41039002301,Census Tract 23.01; Lane County; Oregon,001,Total population,001,1400000US41039002301
4484,,591,,1400000US41039002302,Census Tract 23.02; Lane County; Oregon,001,Total population,001,1400000US41039002302
4272,,603,,1400000US41039002401,Census Tract 24.01; Lane County; Oregon,001,Total population,001,1400000US41039002401
4092,,420,,1400000US41039002403,Census Tract 24.03; Lane County; Oregon,001,Total population,001,1400000US41039002403
3659,,367,,1400000US41039002404,Census Tract 24.04; Lane County; Oregon,001,Total population,001,1400000US41039002404
5529,,725,,1400000US41039002501,Census Tract 25.01; Lane County; Oregon,001,Total population,001,1400000US41039002501
3126,,386,,1400000US41039002504,Census Tract 25.04; Lane County; Oregon,001,Total population,001,1400000US41039002504
4163,,582,,1400000US41039002505,Census Tract 25.05; Lane County; Oregon,001,Total population,001,1400000US41039002505
3634,,445,,1400000US41039002506,Census Tract 25.06; Lane County; Oregon,001,Total population,001,1400000US41039002506
6173,,837,,1400000US41039002600,Census Tract 26; Lane County; Oregon,001,Total population,001,1400000US41039002600
4252,,499,,1400000US41039002700,Census Tract 27; Lane County; Oregon,001,Total population,001,1400000US41039002700
5088,,639,,1400000US41039002800,Census Tract 28; Lane County; Oregon,001,Total population,001,1400000US41039002800
4446,,614,,1400000US41039002902,Census Tract 29.02; Lane County; Oregon,001,Total population,001,1400000US41039002902
3107,,370,,1400000US41039002903,Census Tract 29.03; Lane County; Oregon,001,Total population,001,1400000US41039002903
4237,,373,,1400000US41039002904,Census Tract 29.04; Lane County; Oregon,001,Total population,001,1400000US41039002904
4659,,700,,1400000US41039003000,Census Tract 30; Lane County; Oregon,001,Total population,001,1400000US41039003000
7187,,842,,1400000US41039003101,Census Tract 31.01; Lane County; Oregon,001,Total population,001,1400000US41039003101
3159,,510,,1400000US41039003103,Census Tract 31.03; Lane County; Oregon,001,Total population,001,1400000US41039003103
4826,,588,,1400000US41039003104,Census Tract 31.04; Lane County; Oregon,001,Total population,001,1400000US41039003104
2954,,322,,1400000US41039003201,Census Tract 32.01; Lane County; Oregon,001,Total population,001,1400000US41039003201
4387,,664,,1400000US41039003202,Census Tract 32.02; Lane County; Oregon,001,Total population,001,1400000US41039003202
3021,,491,,1400000US41039003301,Census Tract 33.01; Lane County; Oregon,001,Total population,001,1400000US41039003301
3527,,452,,1400000US41039003302,Census Tract 33.02; Lane County; Oregon,001,Total population,001,1400000US41039003302
5128,,595,,1400000US41039003400,Census Tract 34; Lane County; Oregon,001,Total population,001,1400000US41039003400
4762,,633,,1400000US41039003500,Census Tract 35; Lane County; Oregon,001,Total population,001,1400000US41039003500
3920,,618,,1400000US41039003600,Census Tract 36; Lane County; Oregon,001,Total population,001,1400000US41039003600
5520,,582,,1400000US41039003700,Census Tract 37; Lane County; Oregon,001,Total population,001,1400000US41039003700
3222,,596,,1400000US41039003801,Census Tract 38.01; Lane County; Oregon,001,Total population,001,1400000US41039003801
5560,,1201,,1400000US41039003802,Census Tract 38.02; Lane County; Oregon,001,Total population,001,1400000US41039003802
3553,,484,,1400000US41039003900,Census Tract 39; Lane County; Oregon,001,Total population,001,1400000US41039003900
2754,,400,,1400000US41039004000,Census Tract 40; Lane County; Oregon,001,Total population,001,1400000US41039004000
4491,,505,,1400000US41039004100,Census Tract 41; Lane County; Oregon,001,Total population,001,1400000US41039004100
3223,,476,,1400000US41039004200,Census Tract 42; Lane County; Oregon,001,Total population,001,1400000US41039004200
7161,,700,,1400000US41039004300,Census Tract 43; Lane County; Oregon,001,Total population,001,1400000US41039004300
5184,,708,,1400000US41039004403,Census Tract 44.03; Lane County; Oregon,001,Total population,001,1400000US41039004403
3268,,346,,1400000US41039004404,Census Tract 44.04; Lane County; Oregon,001,Total population,001,1400000US41039004404
4564,,551,,1400000US41039004405,Census Tract 44.05; Lane County; Oregon,001,Total population,001,1400000US41039004405
3554,,992,,1400000US41039004406,Census Tract 44.06; Lane County; Oregon,001,Total population,001,1400000US41039004406
2975,,387,,1400000US41039004407,Census Tract 44.07; Lane County; Oregon,001,Total population,001,1400000US41039004407
2539,,332,,1400000US41039004501,Census Tract 45.01; Lane County; Oregon,001,Total population,001,1400000US41039004501
3518,,564,,1400000US41039004502,Census Tract 45.02; Lane County; Oregon,001,Total population,001,1400000US41039004502
2830,,451,,1400000US41039004600,Census Tract 46; Lane County; Oregon,001,Total population,001,1400000US41039004600
4108,,618,,1400000US41039004700,Census Tract 47; Lane County; Oregon,001,Total population,001,1400000US41039004700
5150,,628,,1400000US41039004800,Census Tract 48; Lane County; Oregon,001,Total population,001,1400000US41039004800
5074,,749,,1400000US41039004900,Census Tract 49; Lane County; Oregon,001,Total population,001,1400000US41039004900
5046,,518,,1400000US41039005000,Census Tract 50; Lane County; Oregon,001,Total population,001,1400000US41039005000
3548,,469,,1400000US41039005100,Census Tract 51; Lane County; Oregon,001,Total population,001,1400000US41039005100
2254,,246,,1400000US41039005200,Census Tract 52; Lane County; Oregon,001,Total population,001,1400000US41039005200
2601,,378,,1400000US41039005300,Census Tract 53; Lane County; Oregon,001,Total population,001,1400000US41039005300
5842,,770,,1400000US41039005400,Census Tract 54; Lane County; Oregon,001,Total population,001,1400000US41039005400
2993,,491,,1400000US41041950100,Census Tract 9501; Lincoln County; Oregon,001,Total population,001,1400000US41041950100
2081,,303,,1400000US41041950303,Census Tract 9503.03; Lincoln County; Oregon,001,Total population,001,1400000US41041950303
3684,,437,,1400000US41041950304,Census Tract 9503.04; Lincoln County; Oregon,001,Total population,001,1400000US41041950304
1963,,278,,1400000US41041950401,Census Tract 9504.01; Lincoln County; Oregon,001,Total population,001,1400000US41041950401
2239,,336,,1400000US41041950402,Census Tract 9504.02; Lincoln County; Oregon,001,Total population,001,1400000US41041950402
2646,,420,,1400000US41041950601,Census Tract 9506.01; Lincoln County; Oregon,001,Total population,001,1400000US41041950601
3140,,466,,1400000US41041950602,Census Tract 9506.02; Lincoln County; Oregon,001,Total population,001,1400000US41041950602
3345,,346,,1400000US41041950800,Census Tract 9508; Lincoln County; Oregon,001,Total population,001,1400000US41041950800
3683,,354,,1400000US41041950900,Census Tract 9509; Lincoln County; Oregon,001,Total population,001,1400000US41041950900
1815,,248,,1400000US41041951000,Census Tract 9510; Lincoln County; Oregon,001,Total population,001,1400000US41041951000
1777,,304,,1400000US41041951100,Census Tract 9511; Lincoln County; Oregon,001,Total population,001,1400000US41041951100
2318,,368,,1400000US41041951200,Census Tract 9512; Lincoln County; Oregon,001,Total population,001,1400000US41041951200
2762,,301,,1400000US41041951300,Census Tract 9513; Lincoln County; Oregon,001,Total population,001,1400000US41041951300
3366,,479,,1400000US41041951400,Census Tract 9514; Lincoln County; Oregon,001,Total population,001,1400000US41041951400
2976,,446,,1400000US41041951500,Census Tract 9515; Lincoln County; Oregon,001,Total population,001,1400000US41041951500
3418,,446,,1400000US41041951600,Census Tract 9516; Lincoln County; Oregon,001,Total population,001,1400000US41041951600
1918,,296,,1400000US41041951700,Census Tract 9517; Lincoln County; Oregon,001,Total population,001,1400000US41041951700
3742,,537,,1400000US41041951800,Census Tract 9518; Lincoln County; Oregon,001,Total population,001,1400000US41041951800
5673,,476,,1400000US41043020101,Census Tract 201.01; Linn County; Oregon,001,Total population,001,1400000US41043020101
2214,,285,,1400000US41043020102,Census Tract 201.02; Linn County; Oregon,001,Total population,001,1400000US41043020102
3121,,634,,1400000US41043020103,Census Tract 201.03; Linn County; Oregon,001,Total population,001,1400000US41043020103
1918,,229,,1400000US41043020200,Census Tract 202; Linn County; Oregon,001,Total population,001,1400000US41043020200
7608,,695,,1400000US41043020300,Census Tract 203; Linn County; Oregon,001,Total population,001,1400000US41043020300
3815,,467,,1400000US41043020400,Census Tract 204; Linn County; Oregon,001,Total population,001,1400000US41043020400
4584,,529,,1400000US41043020500,Census Tract 205; Linn County; Oregon,001,Total population,001,1400000US41043020500
3306,,477,,1400000US41043020601,Census Tract 206.01; Linn County; Oregon,001,Total population,001,1400000US41043020601
6202,,1397,,1400000US41043020602,Census Tract 206.02; Linn County; Oregon,001,Total population,001,1400000US41043020602
5801,,883,,1400000US41043020700,Census Tract 207; Linn County; Oregon,001,Total population,001,1400000US41043020700
2714,,386,,1400000US41043020801,Census Tract 208.01; Linn County; Oregon,001,Total population,001,1400000US41043020801
6368,,999,,1400000US41043020802,Census Tract 208.02; Linn County; Oregon,001,Total population,001,1400000US41043020802
5847,,661,,1400000US41043030100,Census Tract 301; Linn County; Oregon,001,Total population,001,1400000US41043030100
3159,,510,,1400000US41043030201,Census Tract 302.01; Linn County; Oregon,001,Total population,001,1400000US41043030201
3413,,533,,1400000US41043030202,Census Tract 302.02; Linn County; Oregon,001,Total population,001,1400000US41043030202
2555,,458,,1400000US41043030300,Census Tract 303; Linn County; Oregon,001,Total population,001,1400000US41043030300
7343,,683,,1400000US41043030401,Census Tract 304.01; Linn County; Oregon,001,Total population,001,1400000US41043030401
3357,,501,,1400000US41043030403,Census Tract 304.03; Linn County; Oregon,001,Total population,001,1400000US41043030403
3790,,429,,1400000US41043030404,Census Tract 304.04; Linn County; Oregon,001,Total population,001,1400000US41043030404
4370,,393,,1400000US41043030500,Census Tract 305; Linn County; Oregon,001,Total population,001,1400000US41043030500
7992,,645,,1400000US41043030600,Census Tract 306; Linn County; Oregon,001,Total population,001,1400000US41043030600
3952,,445,,1400000US41043030700,Census Tract 307; Linn County; Oregon,001,Total population,001,1400000US41043030700
5726,,812,,1400000US41043030801,Census Tract 308.01; Linn County; Oregon,001,Total population,001,1400000US41043030801
4179,,479,,1400000US41043030802,Census Tract 308.02; Linn County; Oregon,001,Total population,001,1400000US41043030802
6247,,577,,1400000US41043030903,Census Tract 309.03; Linn County; Oregon,001,Total population,001,1400000US41043030903
4311,,445,,1400000US41043030904,Census Tract 309.04; Linn County; Oregon,001,Total population,001,1400000US41043030904
3445,,600,,1400000US41043030905,Census Tract 309.05; Linn County; Oregon,001,Total population,001,1400000US41043030905
4190,,691,,1400000US41043030906,Census Tract 309.06; Linn County; Oregon,001,Total population,001,1400000US41043030906
4359,,580,,1400000US41045970200,Census Tract 9702; Malheur County; Oregon,001,Total population,001,1400000US41045970200
4448,,501,,1400000US41045970300,Census Tract 9703; Malheur County; Oregon,001,Total population,001,1400000US41045970300
5164,,584,,1400000US41045970400,Census Tract 9704; Malheur County; Oregon,001,Total population,001,1400000US41045970400
4834,,390,,1400000US41045970500,Census Tract 9705; Malheur County; Oregon,001,Total population,001,1400000US41045970500
4810,,435,,1400000US41045970600,Census Tract 9706; Malheur County; Oregon,001,Total population,001,1400000US41045970600
1768,,287,,1400000US41045970700,Census Tract 9707; Malheur County; Oregon,001,Total population,001,1400000US41045970700
5930,,450,,1400000US41045970900,Census Tract 9709; Malheur County; Oregon,001,Total population,001,1400000US41045970900
4219,,810,,1400000US41047000200,Census Tract 2; Marion County; Oregon,001,Total population,001,1400000US41047000200
4528,,555,,1400000US41047000300,Census Tract 3; Marion County; Oregon,001,Total population,001,1400000US41047000300
5442,,646,,1400000US41047000400,Census Tract 4; Marion County; Oregon,001,Total population,001,1400000US41047000400
3551,,313,,1400000US41047000501,Census Tract 5.01; Marion County; Oregon,001,Total population,001,1400000US41047000501
6689,,1183,,1400000US41047000502,Census Tract 5.02; Marion County; Oregon,001,Total population,001,1400000US41047000502
4536,,775,,1400000US41047000600,Census Tract 6; Marion County; Oregon,001,Total population,001,1400000US41047000600
5774,,823,,1400000US41047000702,Census Tract 7.02; Marion County; Oregon,001,Total population,001,1400000US41047000702
2708,,432,,1400000US41047000703,Census Tract 7.03; Marion County; Oregon,001,Total population,001,1400000US41047000703
5454,,807,,1400000US41047000900,Census Tract 9; Marion County; Oregon,001,Total population,001,1400000US41047000900
